#! FIELDS lambda1 b1.bias der_lambda1
#! SET min_lambda1 -0.5
#! SET max_lambda1 1.5
#! SET nbins_lambda1  301
#! SET periodic_lambda1 false
   -0.500000000 -178.094496004 13492.548014920
   -0.493333333 -243.163454765 6601.361840805
   -0.486666667 -272.465947646 2579.769315964
   -0.480000000 -281.806377331  477.262626414
   -0.473333333 -281.529497258 -403.668413734
   -0.466666667 -278.017072234 -562.721102532
   -0.460000000 -274.851004344 -346.930437202
   -0.453333333 -273.704563197   12.673475276
   -0.446666667 -275.013771795  371.561879404
   -0.440000000 -278.472679474  648.197467978
   -0.433333333 -283.389057986  805.516515112
   -0.426666667 -288.930856551  836.541645283
   -0.420000000 -294.288429722  753.387427542
   -0.413333333 -298.773003219  579.029636592
   -0.406666667 -301.867973025  341.304268489
   -0.400000000 -303.246357390   68.685635105
   -0.393333333 -302.764964174 -212.534637707
   -0.386666667 -300.443529563 -479.982958352
   -0.380000000 -296.435168341 -716.114310617
   -0.373333333 -290.992896979 -908.511994830
   -0.366666667 -284.435701429 -1049.750433909
   -0.360000000 -277.116579553 -1136.960679587
   -0.353333333 -269.394156698 -1171.209228882
   -0.346666667 -261.608819429 -1156.776301986
   -0.340000000 -254.063808352 -1100.399266245
   -0.333333333 -247.011331536 -1010.529901884
   -0.326666667 -240.643483494 -896.640232623
   -0.320000000 -235.087562457 -768.600276762
   -0.313333333 -230.405254537 -636.141944936
   -0.306666667 -226.595083574 -508.416094045
   -0.300000000 -223.597498199 -393.644154364
   -0.293333333 -221.301972972 -298.861524181
   -0.286666667 -219.555529993 -229.746849475
   -0.280000000 -218.172134163 -190.529179170
   -0.273333333 -216.942473573 -183.963638152
   -0.266666667 -215.643701550 -211.365541903
   -0.260000000 -214.048785085 -272.692659976
   -0.253333333 -211.935172541 -366.665510108
   -0.246666667 -209.092559610 -490.916036518
   -0.240000000 -205.329594566 -642.155714966
   -0.233333333 -200.479420860 -816.354966413
   -0.226666667 -194.404006163 -1008.926694834
   -0.220000000 -186.997251580 -1214.907747013
   -0.213333333 -178.186912792 -1429.133085773
   -0.206666667 -167.935396370 -1646.398443523
   -0.200000000 -156.239519529 -1861.608157113
   -0.193333333 -143.129340689 -2069.905760504
   -0.186666667 -128.666181591 -2266.785716084
   -0.180000000 -112.939970080 -2448.185390273
   -0.173333333  -96.066036442 -2610.557019387
   -0.166666667  -78.181495973 -2750.919965543
   -0.160000000  -59.441346854 -2866.894030040
   -0.153333333  -40.014405978 -2956.714975307
   -0.146666667  -20.079196630 -3019.233710037
   -0.140000000    0.180108569 -3053.900820279
   -0.133333333   20.577597820 -3060.738287915
   -0.126666667   40.929304432 -3040.300333419
   -0.120000000   61.056599274 -2993.625358726
   -0.113333333   80.789238666 -2922.180955377
   -0.106666667   99.968027864 -2827.803889743
   -0.100000000  118.447072801 -2712.636887733
   -0.093333333  136.095604492 -2579.063922605
   -0.086666667  152.799371414 -2429.645567457
   -0.080000000  168.461605064 -2267.055814497
   -0.073333333  183.003572663 -2094.021591701
   -0.066666667  196.364738608 -1913.266028859
   -0.060000000  208.502562658 -1727.456343637
   -0.053333333  219.391968066 -1539.157038163
   -0.046666667  229.024516864 -1350.788921110
   -0.040000000  237.407332396 -1164.594302181
   -0.033333333  244.561810944 -982.608547826
   -0.026666667  250.522165097 -806.638040760
   -0.020000000  255.333841310 -638.244453064
   -0.013333333  259.051853106 -478.735124288
   -0.006666667  261.739069656 -329.159232952
    0.000000000  263.464497046 -190.309362316
    0.006666667  264.301586680  -62.727989555
    0.013333333  264.326601908   53.281628882
    0.020000000  263.617070293  157.640744226
    0.026666667  262.250345090  250.477170156
    0.033333333  260.302295434  332.104714352
    0.040000000  257.846140704  403.000596757
    0.046666667  254.951440468  463.781454110
