#! FIELDS lambda1 b1.fes
#! SET min_lambda1 -0.5
#! SET max_lambda1 1.5
#! SET nbins_lambda1  301
#! SET periodic_lambda1 false
   -0.500000000  480.882910460
   -0.493333333  550.538482707
   -0.486666667  581.804046083
   -0.480000000  591.700307316
   -0.473333333  591.349600417
   -0.466666667  587.597234447
   -0.460000000  584.270679197
   -0.453333333  583.143650452
   -0.446666667  584.661707779
   -0.440000000  588.476912769
   -0.433333333  593.831257761
   -0.426666667  599.821822697
   -0.420000000  605.574823575
   -0.413333333  610.350764997
   -0.406666667  613.598698660
   -0.400000000  614.974026671
   -0.393333333  614.331290770
   -0.386666667  611.700881885
   -0.380000000  607.256523288
   -0.373333333  601.278666432
   -0.366666667  594.117539490
   -0.360000000  586.158458992
   -0.353333333  577.791114243
   -0.346666667  569.383827029
   -0.340000000  561.263244430
   -0.333333333  553.699513125
   -0.326666667  546.896686027
   -0.320000000  540.987905855
   -0.313333333  536.034777939
   -0.306666667  532.030271017
   -0.300000000  528.904457277
   -0.293333333  526.532410568
   -0.286666667  524.743615428
   -0.280000000  523.332291857
   -0.273333333  522.068105279
   -0.266666667  520.706802841
   -0.260000000  519.000392056
   -0.253333333  516.706552520
   -0.246666667  513.597043615
   -0.240000000  509.464938923
   -0.233333333  504.130580114
   -0.226666667  497.446198623
   -0.220000000  489.299201861
   -0.213333333  479.614161895
   -0.206666667  468.353578515
   -0.200000000  455.517515608
   -0.193333333  441.142230113
   -0.186666667  425.297927158
   -0.180000000  408.085783637
   -0.173333333  389.634386285
   -0.166666667  370.095729711
   -0.160000000  349.640915621
   -0.153333333  328.455687100
   -0.146666667  306.735922078
   -0.140000000  284.683198365
   -0.133333333  262.500529617
   -0.126666667  240.388357626
   -0.120000000  218.540871931
   -0.113333333  197.142713278
   -0.106666667  176.366103255
   -0.100000000  156.368428790
   -0.093333333  137.290297310
   -0.086666667  119.254066513
   -0.080000000  102.362841900
   -0.073333333   86.699925721
   -0.066666667   72.328692699
   -0.060000000   59.292861020
   -0.053333333   47.617121460
   -0.046666667   37.308083245
   -0.040000000   28.355492224
   -0.033333333   20.733675079
   -0.026666667   14.403162592
   -0.020000000    9.312445272
   -0.013333333    5.399815853
   -0.006666667    2.595255178
    0.000000000    0.822320691
    0.006666667    0.000000000
    0.013333333    0.044495751
    0.020000000    0.870912071
    0.026666667    2.394817194
    0.033333333    4.533661321
    0.040000000    7.208033257
    0.046666667   10.342743817
    0.053333333   13.867728329
    0.060000000   17.718764675
    0.066666667   21.838007226
    0.073333333   26.174340547
    0.080000000   30.683560051
    0.086666667   35.328389560
    0.093333333   40.078348245
    0.100000000   44.909481427
    0.106666667   49.803971340
    0.113333333   54.749645182
    0.120000000   59.739398539
    0.126666667   64.770552701
    0.133333333   69.844164392
    0.140000000   74.964306100
    0.146666667   80.137334595
    0.153333333   85.371164226
    0.160000000   90.674560473
    0.166666667   96.056467785
    0.173333333  101.525384183
    0.180000000  107.088793400
    0.186666667  112.752663511
    0.193333333  118.521019146
    0.200000000  124.395592481
    0.206666667  130.375556308
    0.213333333  136.457340669
    0.220000000  142.634532744
    0.226666667  148.897858023
    0.233333333  155.235239260
    0.240000000  161.631928276
    0.246666667  168.070704471
    0.253333333  174.532132812
    0.260000000  180.994873208
    0.266666667  187.436032477
    0.273333333  193.831549632
    0.280000000  200.156604894
    0.286666667  206.386042775
    0.293333333  212.494799602
    0.300000000  218.458326147
    0.306666667  224.252996445
    0.313333333  229.856494419
    0.320000000  235.248170706
    0.326666667  240.409362824
    0.333333333  245.323672819
    0.340000000  249.977197480
    0.346666667  254.358707317
    0.353333333  258.459771589
    0.360000000  262.274827774
    0.366666667  265.801195046
    0.373333333  269.039032382
    0.380000000  271.991243012
    0.386666667  274.663327940
    0.393333333  277.063192176
    0.400000000  279.200908204
    0.406666667  281.088441936
    0.413333333  282.739347051
    0.420000000  284.168434143
    0.426666667  285.391421490
    0.433333333  286.424574521
    0.440000000  287.284341201
    0.446666667  287.986990512
    0.453333333  288.548261133
    0.460000000  288.983027100
    0.466666667  289.304986875
    0.473333333  289.526381743
    0.480000000  289.657748870
    0.486666667  289.707713622
    0.493333333  289.682825011
    0.500000000  289.587437264
    0.506666667  289.423639632
    0.513333333  289.191235616
    0.520000000  288.887771848
    0.526666667  288.508615903
    0.533333333  288.047081393
    0.540000000  287.494597775
    0.546666667  286.840921440
    0.553333333  286.074383867
    0.560000000  285.182171871
    0.566666667  284.150634360
    0.573333333  282.965609473
    0.580000000  281.612765522
    0.586666667  280.077948879
    0.593333333  278.347531762
    0.600000000  276.408752781
    0.606666667  274.250043245
    0.613333333  271.861332389
    0.620000000  269.234325052
    0.626666667  266.362745788
    0.633333333  263.242544005
    0.640000000  259.872055405
    0.646666667  256.252115826
    0.653333333  252.386124462
    0.660000000  248.280054446
    0.666666667  243.942409761
    0.673333333  239.384128588
    0.680000000  234.618434232
    0.686666667  229.660635957
    0.693333333  224.527883078
    0.700000000  219.238876784
    0.706666667  213.813545150
    0.713333333  208.272687725
    0.720000000  202.637596943
    0.726666667  196.929664330
    0.733333333  191.169980072
    0.740000000  185.378934978
    0.746666667  179.575834154
    0.753333333  173.778531843
    0.760000000  168.003096816
    0.766666667  162.263517456
    0.773333333  156.571455252
    0.780000000  150.936054762
    0.786666667  145.363817311
    0.793333333  139.858544659
    0.800000000  134.421357697
    0.806666667  129.050793902
    0.813333333  123.742985736
    0.820000000  118.491920618
    0.826666667  113.289781312
    0.833333333  108.127363813
    0.840000000  102.994567928
    0.846666667   97.880953898
